,Tweets
150,"RT @monvalpa: Fiscal Carrasco presenta testimonio de colaborador eficaz asegurando que se entregó una mochila con dinero a @JVelasquezQ, qu…"
151,"""A la hora del asilo solo salió y entró el automóvil del embajador, ningún otro vehículo, y nadie llegó caminando.… https://t.co/R8OgfXP3JJ"
152,"RMP: ""Vivimos en una sociedad en donde si “todos roban” y tú no robas, eres el marginal. En algunos casos, el mal v… https://t.co/0E9CPfmgIN"
153,RT @larepublica_pe: #EnPortada | Fiscalía: Los Fuji-cócteles de Fuerza Popular fueron para lavar dinero ►https://t.co/JmSQKiCxaw https://t.…
154,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/ignOtcVtii https://t.co/H1kJlX2Q7O
155,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ►https://t.co/kHk0yDm0kA https://t.co/ph5OMuBAmd"
156,"Heduardicidios, diciembre 2-2018, @larepublica_pe -&gt; https://t.co/r7JKWJglJQ https://t.co/L1l7qm3BuH"
157,RT @PeriodistaFigue: ¿Los suecos hacen teletones? No. Cobran impuestos a la ganancia empresarial y la salud pública es impecable.
158,RT @Politica_LR: Aprista Gonzales Posada amenazó al presidente de #CADE2018 ► https://t.co/NH0LrCiaIp https://t.co/mIQv4D4off
159,"RT @parodirevoredo: SI,SI,SI,NO ¡a los acordes de la quinta sinfonía de Beethoven! 
¡No a la reelección camuflada de congresistas truchos!…"
160,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/aFzeVQUJjX https://t.co/HIT2w4RUBu
161,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ► https://t.co/IXheef2YP1 https://t.co/USoQYYgaha"
162,"Heduardicidios, diciembre 1-2018, @larepublica_pe https://t.co/qk5Q35HRTs"
163,"""En todas las elecciones presidenciales y congresales los empresarios más ricos del país donan dinero sin declarar… https://t.co/oj85YlKonl"
164,RT @PCaterianoB: “En Perú hay indignación nacional por el caso Alan García porque lo que dice no es cierto: sus Gobiernos están manchados d…
165,"RT @disalch: En qué país un ""social media manager"" gana 40 mil dólares / 135 mil soles al año? Y un ""SEO manager"" 45 mil / 152 mil? En Perú…"
166,RT @Alonso_GD: El sector privado quiere pedir asilo en Uruguay https://t.co/I14r9IrGsM
167,¿Quién será ahora el candidato de los Cades y los Confieps para el 2021? porque sus candidatos tradicionales AG y Keiko ya fueron.
168,Y así va el SÍ SÍ SÍ NO según Datum: https://t.co/4IUDhZ9FJm
169,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ► https://t.co/tf1xQ7omYV https://t.co/YwL4PC0NUl"
170,"Heduardicidios, noviembre 30-2018, @larepublica_pe -&gt; https://t.co/IqWfS91fzg https://t.co/25HlSCfaTS"
171,RT @AdrianzenEduard: ¿Sorprende? El CADE siempre fue la Disneylandia de los que creen que el país es SU chacra desde tiempos inmemoriales.…
172,"RT @eloymarchan: Foto 1: David Cornejo, alcalde de Chiclayo, detenido hoy por ser integrante de la banda ""Los Temerarios del Crimen"".
Foto…"
173,@alainsalrio @larepublica_pe Debo entregar el dibujo a las 2 de la tarde y todo pasa después de almuerzo. Todos los… https://t.co/P3l6FQyTEh
174,"RT @alonsogamarra: Deysi Cori, tres veces campeona del mundo, tetracampeona continental, única Gran Maestra femenina del Perú. Su hermano,…"
175,"Heduardicidios, noviembre 29-2018, @larepublica_pe -&gt; https://t.co/tufT2TwRNS 
(Nota: el dibujo fue enviado antes d… https://t.co/04aEKOl60k"
176,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ► https://t.co/tgCWbrvkX8 https://t.co/Svu1on7qtk"
177,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/hm25kIYoZC https://t.co/j0HlDTfNf1
178,RT @Politica_LR: Jaime Yoshiyama: Interpol lo tiene en su base de búsqueda y captura internacional ►https://t.co/g4LGsZT6wR https://t.co/ux…
179,"Heduardicidios, noviembre 28-2018, @larepublica_pe -&gt; https://t.co/H7SRrXxbwv https://t.co/VBHHkS2XFy"
180,RT @alvarezrodrich: Bien Carajo! Pa’ que lo lea Tabaré https://t.co/5xpWFVz7vr
181,RT @luisthais1: Bueno ahora sabremos si Jose Graña está fugado en España o tomando vacaciones. https://t.co/6LP9GfYUMr
182,"RT @DiarioElPeruano: ¡Orgullo peruano! 🇵🇪 Deysi Cori, la dama del tablero que hace historia. Se proclamó campeona por cuarta vez del Contin…"
183,RT @RudyRiveraB: EL HIMNO DEL REFERÉNDUM #SiSiSiNo https://t.co/khOpzfJKtO
184,RT @larepublica_pe: #EnPortada| Jaime Yoshiyama tras otro “pitufeo” de US$ 500 mil desde el extranjero► https://t.co/oFFxENEyS0 https://t.c…
185,"Heduardicidios, noviembre 27-2018, @larepublica_pe -&gt; https://t.co/dex8sR6a7s https://t.co/2atjY6MD42"
186,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy► https://t.co/84rN5M5KIQ https://t.co/mpq5i4tYk2
187,"RT @LRTendencias: #FOTOS | Juan Rassmuss ""se pronunció desde el más allá"" para responder a Jaime Yoshiyama ► https://t.co/wYWErn0w5h https:…"
188,"RT @2018Ntv: Esta noche en #2018N estaremos con la periodista y abogada, Rosa María Palacios @rmapalacios vía @canalN_ https://t.co/L5knEZW…"
189,Programa de lujo he visto hoy a las 7pm en el espacio de Patricia Del Río; César Hildebrandt y Ángel Páez. Y hace p… https://t.co/fmmBy3BVRQ
190,"RT @PedroParvel: Apelación fue presentada hace ¡198 días! contra orden de #JuezCarhuancho. Les quitaron hasta el balde y la jarrita, pero e…"
191,"RT @larepublica_pe: No te pierdas el #Heduardicidio de hoy, por @heduardo50 ► https://t.co/CEJsvHpimr https://t.co/zQXRzXr4wt"
192,"Heduardicidios, noviembre 26-2018, @larepublica_pe -&gt; https://t.co/5tyqw3Esqo https://t.co/engNsAhJI5"
193,RT @rmapalacios: En un ratito. No se lo pierdan... https://t.co/LpWvgKhlbQ
194,RT @larepublica_pe: ¡Buenos días! Nuestra portada de hoy ► https://t.co/983dTQVU7O https://t.co/h7yipMS0z5
195,"RT @SalitaSin: El cuento de Yoshiyama se parece tanto a la pensión de la suegra de Toledo como victima del nazismo, que se cae por la misma…"
196,"RT @lokaldammert: -Señor Yoshiyama, la cúpula del partido está presa, su sobrino ha dicho que ud. le dio dinero para pitufear vía aportante…"
197,"RT @socioperiodismo: Nunca pensé que la definición de ""aportantes fantasma"" podía ser tan literal. La defensa de Yohiyama lo ha logrado."
198,RT @CristhianRS: El equipo del fiscal Domingo Perez tendrá que buscar nuevos métodos para interrogar a los supuestos nuevos aportantes de F…
199,"""Los muertos llegan solos"""
